institute,address,phone,title,price,min_age,max_age,grade
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی بانوان تک جلسه ای,225.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی بانوان تک جلسه ای,225.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی  بانوان 8 جلسه,1.400.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی  بانوان 8 جلسه,1.400.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی  بانوان 8 جلسه,1.400.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی  بانوان 8 جلسه,1.400.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی  بانوان  12 جلسه,1.650.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی  بانوان  12 جلسه,1.650.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی  بانوان  12 جلسه,1.650.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس اصلاحی  بانوان  12 جلسه,1.650.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس بانوان تک جلسه ای,145.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس بانوان تک جلسه ای,145.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس بانوان تک جلسه ای,145.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس بانوان تک جلسه ای,145.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس  بانوان 8 جلسه,975.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس  بانوان 8 جلسه,975.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس  بانوان 8 جلسه,975.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس  بانوان 8 جلسه,975.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس  بانوان  12 جلسه,1.200.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس  بانوان  12 جلسه,1.200.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس  بانوان  12 جلسه,1.200.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پیلاتس  بانوان  12 جلسه,1.200.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پاورفیت بانوان تک جلسه ای,195.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پاورفیت بانوان تک جلسه ای,195.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پاورفیت بانوان تک جلسه ای,195.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پاورفیت بانوان تک جلسه ای,195.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پاورفیت بانوان 12 جلسه,1.430.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پاورفیت بانوان 12 جلسه,1.430.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پاورفیت بانوان 12 جلسه,1.430.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,پاورفیت بانوان 12 جلسه,1.430.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,چربی سوزی بانوان  تک جلسه ای,195.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,چربی سوزی بانوان  تک جلسه ای,195.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,چربی سوزی بانوان  تک جلسه ای,195.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,چربی سوزی بانوان  تک جلسه ای,195.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,چربی سوزی بانوان 8 جلسه ای,1.200.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,چربی سوزی بانوان 8 جلسه ای,1.200.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,چربی سوزی بانوان 8 جلسه ای,1.200.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,چربی سوزی بانوان 8 جلسه ای,1.200.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان تک جلسه ای,195.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان تک جلسه ای,195.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان تک جلسه ای,195.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان تک جلسه ای,195.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 8 جلسه,1.200.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 8 جلسه,1.200.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 8 جلسه,1.200.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 8 جلسه,1.200.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.430.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.430.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.430.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.430.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان تک جلسه ای,225.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان تک جلسه ای,225.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان تک جلسه ای,225.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان تک جلسه ای,225.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 8 جلسه,1.400.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 8 جلسه,1.400.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 8 جلسه,1.400.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 8 جلسه,1.400.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.650.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.650.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.650.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.650.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.500.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.500.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.500.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس بانوان 12 جلسه,1.500.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان تک جلسه ای,195.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان تک جلسه ای,195.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان تک جلسه ای,195.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان تک جلسه ای,195.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان 8 جلسه,1.200.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان 8 جلسه,1.200.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان 8 جلسه,1.200.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان 8 جلسه,1.200.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان 12 جلسه,1.430.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان 12 جلسه,1.430.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان 12 جلسه,1.430.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,فیتنس پامپ بانوان 12 جلسه,1.430.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان تک جلسه ای,195.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان تک جلسه ای,195.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان تک جلسه ای,195.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان تک جلسه ای,195.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان8 جلسه,1.200.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان8 جلسه,1.200.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان8 جلسه,1.200.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان8 جلسه,1.200.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان 12 جلسه,1.430.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان 12 جلسه,1.430.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان 12 جلسه,1.430.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروبیک بانوان 12 جلسه,1.430.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران تک جلسه ای,195.000 تومان,4,6,پیش دبستانی
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران تک جلسه ای,195.000 تومان,6,9,دبستان1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران تک جلسه ای,195.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران تک جلسه ای,195.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران تک جلسه ای,195.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 8 جلسه,1.200.000 تومان,4,6,پیش دبستانی
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 8 جلسه,1.200.000 تومان,6,9,دبستان1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 8 جلسه,1.200.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 8 جلسه,1.200.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 8 جلسه,1.200.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 12 جلسه,1.430.000 تومان,4,6,پیش دبستانی
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 12 جلسه,1.430.000 تومان,6,9,دبستان1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 12 جلسه,1.430.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 12 جلسه,1.430.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ایروریتم دختران 12 جلسه,1.430.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,بادی ریتمیک بانوان تک جلسه ای,195.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,بادی ریتمیک بانوان تک جلسه ای,195.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,بادی ریتمیک بانوان تک جلسه ای,195.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,بادی ریتمیک بانوان تک جلسه ای,195.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,بادی ریتمیک بانوان8 جلسه,1.200.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,بادی ریتمیک بانوان8 جلسه,1.200.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,بادی ریتمیک بانوان8 جلسه,1.200.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,بادی ریتمیک بانوان8 جلسه,1.200.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,تکواندو بانوان تک جلسه ای,230.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,تکواندو بانوان تک جلسه ای,230.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,تکواندو بانوان تک جلسه ای,230.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,تکواندو بانوان تک جلسه ای,230.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,تکواندو بانوان 8 جلسه,1.350.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,تکواندو بانوان 8 جلسه,1.350.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,تکواندو بانوان 8 جلسه,1.350.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,تکواندو بانوان 8 جلسه,1.350.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,کاراته بانوان تک جلسه ای,165.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,کاراته بانوان تک جلسه ای,165.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,کاراته بانوان تک جلسه ای,165.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,کاراته بانوان تک جلسه ای,165.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,کاراته بانوان 8 جلسه,1.200.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,کاراته بانوان 8 جلسه,1.200.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,کاراته بانوان 8 جلسه,1.200.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,کاراته بانوان 8 جلسه,1.200.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان تک جلسه ای,165.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان تک جلسه ای,165.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان تک جلسه ای,165.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان تک جلسه ای,165.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان 8 جلسه,1.130.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان 8 جلسه,1.130.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان 8 جلسه,1.130.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان 8 جلسه,1.130.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان 12 جلسه,1.300.000 تومان,9,12,دبستان2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان 12 جلسه,1.300.000 تومان,12,15,متوسطه1
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان 12 جلسه,1.300.000 تومان,15,18,متوسطه2
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,ووشو بانوان 12 جلسه,1.300.000 تومان,19,99,بزرگسالان
باشگاه ورزشی شاهین,آدرس: خیابان جی، خیابان همدانیان، جنب پمپ بنزین,03132757301-09395082343,جوجیتسو بانوان تک جلسه ای,165.000 تومان,9,12,دبستان2
